date,review_title,review_text,rating
2019-04-28T13:59:22-07:00,진짜,업데이트 더럽게 많이하네 뭐 할때마다 업데이트여 찌증나게 ㅋ,1
2019-04-28T08:16:32-07:00,이상해요,"게임이 진행중. 갑자기 로그인자체가 안되요. 아이패드 입니다. 새로 시작하면 음악이 나오다가 화면은 안나오구요. . ,   그러다 그냥 튕겨요
아님 첫화면이 나오는데 검은색으로 나오다니 튕겨요",4
2019-04-28T07:44:29-07:00,업데이트,자기들 업데이트 한다고 뭐 한다고 하루 동안 겜 접속도 못하게 해놓고 주간 보상도 못받고 하루 동안 리니지 못한걸 겨우 마프르 가호 3개 보상으로 끝이라니 이건 너무 한거 아닌가요? 주간 보상을 받을수 있게 해주던가 아무것도 안해주고 하루 리니지 안하면 얼마큼이나 손해 보시는줄 아시나요?,1
2019-04-28T07:29:28-07:00,아이폰 xs 맥스 해상도좀 패치해요  ui배치랑 해상도 겁나 낮은데,Xs나온지가 언젠데 아직도 해상도 최적화 패치를 안하나요,1
2019-04-28T06:10:29-07:00,다른혈맹 혈원상세안보임,적대혈이든 아니든 다른혈 혈맹원 누르면 아무도 안보입니다,4
2019-04-28T05:41:08-07:00,아이패드6세대 9.7 안되요.,업데이트하고 아이패드 6세대 9.7인데 이번 업데이트하고 서버접속이 안되요. 인터넷 문제는 아닌데 업데이트가 이상한듯 점검 좀 제대로 해주세요.,1
2019-04-28T04:34:44-07:00,업데이트,아이폰 지금 업데이트 가 안되는데 어떻게 해야되나여?,1
2019-04-28T03:21:40-07:00,업데이트,너무 많이 튕기네요.겜임 접속시 불편하네요.수정 하세요..,5
2019-04-28T01:27:24-07:00,대체 며칠 사이에 업그레이드를 몇번이나 하는겁니까?,유저들이 베타 테스트 해주는 사람입니까?,1
2019-04-28T00:39:04-07:00,업데이트한다고ㅡㅡ 말도안하고,아이폰 업데이트 한단말도 없이 시발 쳐꺼지고 그담부턴 업데이트해도 또 까만화면으로 안들어가지는 좃같은 게임 몇번을 쳐말해야 저거 고칠꺼냐 샹련들아,1
2019-04-27T22:23:31-07:00,업데이트만 했다하면 수시 버그들 보상해라,"자동사냥 돌리라고 캐시템들 팔아놓고는 업데이트만 했다하면 수시 버그들로 업데이트를 오만번씩 해대는데 보상 어떻게할래?
자동사냥 돌리고 외출했다가 와보면 맨날 이래.
보상방안 내놔라",1
2019-04-27T21:07:57-07:00,일 똑바로 해라,알간??,1
2019-04-27T15:57:24-07:00,아이폰은 이 게임 하면 안됩니다.,"야이 개십새끼야~ 이게 무슨 게임이냐~ 사기지.. 한달에 절반은 업데이트에 오류에 다운에.. 시발꺼~~
이 댓글 몇달전에 쓴건데~~ 오늘 이어서 적는데.. 마음이 변하지 않았음. ㅋ 이제는 다운로드도 안됨. ㅋ 결제해 놓은거 돌리도~~",1
2019-04-27T10:12:26-07:00,퀄리티가좋네요,타게임하다넘어왔는데 훨씬 재미있네요,5
2019-04-27T07:57:37-07:00,아이폰8 검은화면,검은화면 푸는법좀 알려줘라 맨날 팅기면 검은화면이야 이거때문에 다시깔고 반복해야돼는건가 나올때부터했지만 고치질을 않내,1
2019-04-27T06:40:11-07:00,ㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗ,ㅗ 이거나먹어,1
2019-04-27T02:57:03-07:00,칭호 습득이 안되네요,버그 수정 바래요-습득이 안돼서 (장착 말고) 빨간 점 계속 떠있어요,1
2019-04-26T18:33:58-07:00,사버통합하더니,이틀 연속 접속이 안됨,3
2019-04-26T06:40:40-07:00,뭐이래,"메인퀘스트
약물 만드는거 배우라는데에서 npc 아무리 눌러도 먹통
게임내에서 무슨수를 써도 안됨
결국 겜을 껐다켜도 그러함ㅋㅋㅋ 어이없네",1
2019-04-26T06:15:37-07:00,이거보소,왜이리 팅기고 접이안되냐,1
2019-04-26T04:06:38-07:00,템포,템포를 파장이동해서 타면 자동사냥이 저절로 커지는데 펫에는 탑승되잇어서 사냥은 안되고 가만히 서있는 현상이 발생함,1
2019-04-26T03:04:57-07:00,접속이 왜안돼,"겜하다가 팅기더니 30분째 접속이안되요
전원껐다켜보기도하고 별별짓해보는데 이게뭐야 언제되는겨",2
2019-04-25T22:24:40-07:00,튕김현상좀 어케해봐요,"맨날 와이파이환경 LTE환경 탓하지마시고요
다른폰으로 동시에 와이파이켜논상태에서 한개의 폰만튕기는데 자꾸 환경설정 탓하지말아주시죠 좀 
그리고 아이폰 아예 접속조차 안되는건 뭔가요 
접속화면에서 아무데나 터치해도 안되는것좀 고쳐주시죠
도데체가 제데로 된게 ..하....
다 재밌는디 이런것좀 고쳐달라고요..",5
2019-04-25T20:17:11-07:00,아이폰 유저용 이벤트 개발,"맨날 다른 사람들은 이벤트 쿠폰써서 아이템 받는데 아이폰유저한테못주면 아이폰 유저용 이벤트도 개발하셔야 되는거 아닙니까 

맨날 사과만 하지말고 개선책이나 차선책을 내놓으세요
게임은 아이폰에서 더 잘돌아가게 만드셔서 다른폰에만 이벤트 하는겁니까?

몇연이 지나고 개선을 전혀 안하네요",1
2019-04-25T11:01:21-07:00,죶깥음,"진짜
업데이트 어휴",1
2019-04-25T10:54:58-07:00,개 ㅅㅂ,업데이트 시간도 안지키고 ㅅㅂ,5
2019-04-25T07:08:56-07:00,"최고의겜,최악의운영",참 잘 만들었다고본다.운영은 최악이다.그냥 엔씨로 다시 넘겨라.아니다 곧 리니지2M 나오면 운영 뭐같이해서 이겜 망한다,1
2019-04-25T06:45:23-07:00,업데이트 욕망,업데이트 시간 안지키는 건 세계 일등 서비스개념이 억망진창 별 하나도 아깝다,1
2019-04-25T06:45:03-07:00,환불요청,"2년동안 스트레스 너무받아서 이런저런 병원비가 많이나가네요.
구매내역 환불 해 주던가 병원비 청구소송 진행하겠습니다.",1
2019-04-25T05:33:31-07:00,"이렇게,업뎃이 느리면",매일 해택 결제 유저들은 통상적으로 전체유저와 같은 보상 손해아닌가요,3
2019-04-25T04:32:09-07:00,오늘 게임 가능하긴 한가요?,"7시 30분 이라매
8시 30분인데 미정이라매 매일다야 기타 등등 하
오늘 못받은거 연장해줘요 
짱나네",5
2019-04-25T03:35:05-07:00,애플일안하냐,니들 마켓검수때매 서버못열잖아 ㅡㅡ 녹스는 패치끝났는데 잦가튼거,5
2019-04-25T02:45:19-07:00,빨리 업뎃 패치 올려주세요,"19:30 서버오픈이라면서 아직까지
승인을 못받아서 업뎃 패치가 안올라오는건 뭐니

하루전날이든 며칠전이든 미리 파악해야될거 아녀",1
2019-04-23T19:34:11-07:00,강화,"이게말이되냐? 일부러현질유도시켜놓고 다실패로만드네 개그지같은놈들 돈만쳐먹는돼지 운영자들아
이러니 유저들이떠나는거다 카악퉤 드러워서안한다",1
2019-04-23T00:26:11-07:00,접속이 안되요,겜하다 팅기더니 아예 접속이 안되네요 지금 벌써 5시간째 접속못하고 있어요,1
2019-04-22T05:50:30-07:00,저기요ㅡㅡ,"아이폰 접속 안되고
메인화면 검은화면으로 40분째 접속안됩니다
ㅡㅡ이건 언제 고치실거세요?",1
2019-04-21T10:22:34-07:00,굿,굿,5
2019-04-21T04:42:13-07:00,와이파이 다운인데요,"왜이래 오래 걸리는 지요,,  한시간은. 걸리 는듯,",5
2019-04-19T21:27:41-07:00,아이패드 팅김현상,"한달에 한번꼴은 접속 이 안되고 있습니다.

지웠다가 다시 다운받아서 하는 부분이 발생되던데요...

확인및 수정 부탁드립니다...",5
2019-04-16T21:34:59-07:00,답답함,아이패드 프로 3세대 사용중 인데 검은화면만 뜸,2
2019-04-14T05:47:17-07:00,오랜만에 접하려고하니,"오랜만에 접하려고 하니 계정 연동도 안되고 
제가 썼던 계정 들어가보니 캐릭터는 없고 
왜그런거죠",1
2019-04-13T22:24:56-07:00,접속 안되고 있어요,튕기고 계속 접속불가입니다.,3
2019-04-13T05:37:32-07:00,역사에 남을 모바일게임,출시하자마자 키우고 접고 키우고 접고 오크니와서 또 키우고 얼마전 접었는데 또 하고싶을 정도로 잘 만들었음. 과금유도가 심한 편이긴 하지만 이또한 모바일 게임시장에 분위기니 단점으로 뽑기도 뭐함. 갓겜인건 인정. 접는게 힘들었을 정도. 신종족 나오면 또 할것같은 불안한 게임.,5
2019-04-12T06:29:12-07:00,아이폰 게임 접속,"지금 아이폰 하는 사람들 게임 접속 안되고 있어요
이거 패치 할때마나 계속
생겨나는 현상인데 왜 그런지 이유좀 알려주세요
반복되는 현상을 왜 못잡고 게임을 방치 하고
있는지 이게 오후 3시부터 지금까지 
언제 풀리는지 모르고 기다리고 있군요",1
2019-04-11T16:08:54-07:00,업데이트때마다팅겨요,"웬만하면 lte로 다운받게해주면좋겠네요
업데이트 하고.접속이안돼고.앞전꺼 지우고
새로다운받으려면
와이파이 찾으러다니던가 퇴근때까지 못하는데 짜증나네요",1
2019-04-10T20:05:23-07:00,던전만들어가면 외형 노출안되네요,"제목 그대로 던전만 입장하면 외형 코스튬이 벗겨지면서
발가벗은 모습으로 보여집니다.
또한특정  펫 갈기사자 탑승시 뒤를 바라보고 꺼꾸로 탑승돼 있네요
게임을 전부 지우고 다시깔아도 그대로입니다..",1
2019-04-10T10:17:26-07:00,블랙스크린 진짜 ....,아니 ios 블랙스크린 언제쯤 ??? 개선됨 ??? 게임한지 일년 넘도록 블랙스크린 뜰때마다 삭제하고 다시 알아내됨 이 오류도 수정 못하면 안드로이드만 게임사용하게 하지 아이폰은 왜 하게 만듬 ???,3
2019-04-10T03:19:08-07:00,별 5개??,"별 5개를 눌러야 리뷰 올라가니까 누른거지
개쓰레기같은 게임 누가 별을 줘
 리니지 만화 하나로 스토리없고 내실없이
 과금만 유도하는 쓰레기 게임.
너네는 돈은 벌었어도 
다시는 1999년으로 못돌아간다. 
이게 김택진 노력의 결과다.",5
2019-04-09T17:46:23-07:00,아이폰7,아이폰7에서 아무리 들어가도 계속 게임이 실행되지 않고 검은화면이 지속되는경우가 점점 잦아집니다,2
2019-04-08T15:08:33-07:00,Game hay,Good game,5
2019-04-08T13:41:51-07:00,돈내는유저가 고통받는게임,"아직도 팅김현상도 못잡고 매번 재설치....
돈내고 고통받네요
초기화면이 시커멓게 나올때 마다 짜증이 솟구칩니다",1
2019-04-08T04:15:51-07:00,진짜. 너무 팅기는거아니냐,"기가인터넷망사용하고 기가와이파이쓰는데 하루에 몇번씩 튕기네
아이패드사용하는데도 팅기냐",2
2019-04-08T04:02:15-07:00,패치,왜 게임 켤때마다 95MB 패치를 계속 다운받아야한다고 뜨죠?,5
2019-04-07T21:20:06-07:00,이건뭐...,몇년째 아이패드 호환도 잡지도 못하고... 그저 돈벌 이벤트나 에효,1
2019-04-07T19:38:50-07:00,너무좋아요,재미나게 금장하고 있어요,5
2019-04-07T06:40:54-07:00,갑자기팅기면 접속이안됨,한번씩팅기면 로딩창에서 클릭자체가안됨 혈원들도가끔그래서ㅡ다시깔고 다시셋팅하는 번거로움이 불편합니다,2
2019-04-07T05:32:37-07:00,나름?,캐릭 행동 싱크 안맞는거 빼곤 갠춘한듯,4
2019-04-07T05:20:37-07:00,굿,구 드,5
2019-04-07T03:48:23-07:00,이만한 게임은 없죠..,참 잘 만든 게임입니다.,5
2019-04-06T06:23:59-07:00,명전 가려는데 이게뭐야,"명전가려는데 오늘업뎃할려는거 뻑남 겜새로깔아야할판 
업뎃 똑바로좀 하쇼",1
2019-04-06T01:18:02-07:00,업데이트가 너무 느려,"지금 업뎃 하고 있는데
다운로드가 넘 느려
이거 장난하네
서버 마니 줄였어요?",1
2019-04-06T00:19:01-07:00,검은사막좀 따라 해봐요,검은사막은 매일 서버 안정화해서 예전 폰더 랙없이 잘돌아가고 절전 모드 그위에 버전이나왔는데 리니지는 머 핵도 못잡고있나요 끝물이라 2년 넘게 하는 유저 버리나요. 검은사막 처럼 핸드폰을 꺼도 3시간 자동사냥같은거 되게 해주세요,1
2019-04-05T22:04:25-07:00,계속 로딩하는데 튕겨요,"이 게임을 하려고 1년동안 기다려도 안될거같아서 말 하는데요.처음으로 에 게임을하는데,계속 튕겨서 도저히 못 참겠어요....지우고 갑니다",1
2019-04-04T17:41:07-07:00,어제 저녁부터~,"계속.팅기고 접속자체도안되고
지우고 깔자니. .계정 날아갈까봐
삭제도 못하고. .
.
어서 손봐주세요~~",1
2019-04-03T06:47:43-07:00,최적화 완전실패작,"한번팅기면 제접속하는대 반나절걸리고 어휴
완전 유저를 호구로만봤지
운영개똥망 ㅡㅡ
현질템 내놓는것처럼 최적화랑 밸런스좀 손좀봅시다",1
2019-04-02T21:20:45-07:00,접속불가,"IOS 폰인데 접속이 아예안되요 계속 튕깁니다 

올만에 하려 들어갔으나 새로 깔아도 사정은 마찬가지에요 

하지마여 성질버려요",1
2019-04-01T06:05:00-07:00,매일다이아 구입했는데,카드 결제 승인은났는데 계속 구입하는 화면으로만 떠요 ㅜㅜ 어디에 문의해야되나요??ㅜ,1
2019-03-31T10:53:17-07:00,튕겨요,아이폰 6인데 계속 튕기기만 하네요 불편합니다,5
2019-03-31T05:03:32-07:00,고객센터 완전불편,"일년 넘게하고 사백만 찍은 유저로서 다는 리뷰
원래 가챠겜이라
밸런스 똥망에 현질없이 강해지기 불가능한건
할말 없지만,
결제에 문제 생기면
답변받는데 이틀이상 걸리고
첫 답변은 100%복붙임.
두번째 답변도 절반은 복붙임.
세네번쯤 연속으로 추가문의 하면 그때좀 봐주는데
결국 문제 해결은 안해주고 애플회사랑 책임 떠넘기기 하다가 결국 한달지남 ㅋㅋ
중간에 환불하면 블랙리스트에 오르는지 해당 아이템에 대해 재결제가 절대 안풀림
한두번이 아님

리뷰에 대한 답변도 주제도 안맞고 복붙임 ㅋ
이 리뷰에 답변 달리면 그것도 백프로 주제랑 상관없는 복붙임.
하다가 불편해지면 그냥 환불하고 접는게 답.

3월31일
같은문제로 애플사와 넷마블간의 토스전을 지켜보다가. 혹시나 싶어서 친구폰으로 들어가서 내 아이디로 결제했는데 문제 해결됨.
결국 레볼 앱이 문제였던거고, 지네들 문제임에도 불구하고 넷마블 고객센터에서 말했던 해결 방법들이 하나도 안먹힌거임. 정말 무능함 그 자체인듯 ㅋㅋ.  일단은 락을 건건지 어떤지는 몰라도 한번 다시 뚫렸으니 28일 후에 다시 넷마블과 드잡이질을 하던가 친구 도움을 받던가 해야겠음.",2
2019-03-30T09:20:06-07:00,캐릭터없어짐 ㅡㅡ,"삭제했다가 오랜만에들어갔더니 232짜리 캐릭터사라졌요 장난하나 ㅡㅡㅡ
복구해줘요 짜증나니깐",1
2019-03-30T07:52:51-07:00,재미나네,재미나네 놀만해,5
2019-03-29T19:25:30-07:00,아이폰,"아이폰 까만 화면중 실행 안되는 문제 아직도 해결이 안됐나봐요

겜이 실행이 되야 고객센터에 문의라도하지
이 문제 발생한지 꽤 된것 같은데
고치려는 의지가 있긴 한겁니까?

4시간 동안 겜 실행안되서 못하고 있음요 ㅠ",1
2019-03-29T07:16:30-07:00,좋아요^^,재미있어요^^,5
2019-03-28T18:31:28-07:00,서버이동,서버이동은 안되는건가요?,5
2019-03-28T10:31:55-07:00,게임에 갑자기 안들어가져요,게임 켜면 넷마블 로고 떴다가 touch screen부분에서 안넘어가고 그러고있다가 팅겨요 그냥 지금 지웠다가 다시 깔았는데도 안돼면 그냥 노답이네요..,5
2019-03-28T09:52:39-07:00,고곡,재미난다,5
2019-03-25T16:58:23-07:00,난 그저 재밌음.ㅋㅋ,이렇쿵 저러쿵... 말많은데 그냥 난 재미짐..ㅋㅋㅋ,4
2019-03-23T05:55:17-07:00,퀘스트가 안넘어가져요,오랜만에 다시 하러 들어와서 새 캐릭터 생성해서 들어왔는데 퀘스가 안넘어가져요,5
2019-03-23T04:14:33-07:00,굿,굿!!,5
2019-03-22T18:51:13-07:00,굳,국굳,5
2019-03-22T13:20:53-07:00,갑자기 튕겨?,뭥미? 튕겨서 다시 들어가니 사운드는 나오는데 화면이 까매 ㅠㅠ 갑자기 왜 이럼?,1
2019-03-17T04:36:26-07:00,네오 매일 다이아 에러,"구매 후 아이템 수령도 안되고 다시 구매하면 이미 구했다고 하면서 게임에서 팅깁니다.
확인부탁드립니다",3
2019-03-15T18:38:54-07:00,재밌으면 뭐하노,"게임이 몇분마다 튕기는데 진짜 욕나온다
아이폰6유저니까 알아서 고쳐라진짜 폰꾸지면 겜하지말라는거가 ㅋㅋ얼탱이없노",3
2019-03-15T08:30:57-07:00,좋아요,조아요이년째....,5
2019-03-14T00:31:18-07:00,쿠폰쫌 어떻게 해주세요,게임 초반도 아닌데 아직 아이폰 쿠폰입력안되는건 왜인가요 ㅠㅠㅠ 헝,4
2019-03-13T23:18:36-07:00,잼있는겜,재미있어요,5
2019-03-13T22:02:38-07:00,업데이트 버튼이 안보임,"어제 서버점검 후 아이패드에서 게임열면,낮은사양 사용중이라고 뜨면서 스토어로 자동연결되는데요, 스토어에 연결버튼만 있고 업데이트 버튼은 없네요.업데이트 안하고 그냥 진행해보려고 해도 진행할 방법도 없고. 어떻게 하나요?",5
2019-03-13T20:17:43-07:00,유저들 주머니. 그만좀 털어요,이거머 이제는. 아주 이벤트 일땐 유저들의 호구로 알고 하란 밸런스 조절은 안하고 유저들 돈 뜯어내기 바쁘네요,1
2019-03-13T19:43:37-07:00,아이패드 프로 사용,"자판 렉좀 어떻게 해주세요.
잘안눌리고ㅜ방향키 안먹히고.....성격파탄자되겠음 ..",1
2019-03-13T18:40:44-07:00,재밌는데 아쉬움은,"점점 갈수록 현질을 많이 안하곤 투력 좁힐수 없는것
소과금만으로도 할수있는 시기는 지났음
중과금정도부터 기본정도 국민투력 될듯 그것도 꾸준히야함
이런 갭을 업뎃하기전 이벤트로 격차를 줄여서 
희망을 줘야하는디 희망없는겜이 뵈서
신규유입이나 더이상 소과금유저들 상대는 아닌듯함",5
2019-03-13T16:29:59-07:00,아이폰X 튕김현상,"아이폰 X 쓰는데 며칠전부터 갑자기 
튕깁니다~~ 많을땐 한시간에3~4번씩
ㅡㅡ 왜그럴까요ㅠㅡㅡ",3
